complaint_id,product,sub_product,issue,sub_issue,company,state,channel,timely_response,consumer_disputed,date_received,compliance_signal,narrative_length,narrative_preview
3414709,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Old information reappears or never goes away,Experian Information Solutions Inc.,HI,Web,Yes,N/A,2019-10-22,financial_harm,307,XXXX XXXX has a old account settled in XXXX that keeps reappearing on my experian credit report and it now states its a debt from XXXX settled and XXXX balance. Its a total lie and incorrect. It was from XXXX settled way back then. It needs to be removed. Please make them remove it. Its effecting my score.
3065878,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Investigation took more than 30 days,SYNCHRONY FINANCIAL,SC,Web,Yes,N/A,2018-11-05,financial_harm,1086,"On XX/XX/2018 XXXX XXXX and XXXX XXXX were sent letters of validation via certified mail. The return receipts show XXXX XXXX 's letter was received by XX/XX/2018 and XXXX XXXX letter was received by XX/XX/2018. I heard no response from XXXX XXXX   until XXXX XXXX-which you can find in the attachments they provided in my last complaint made to them. Well pass the 30 days allotted by federal law to respond to a debt validation letter. XXXX XXXX sent a letter dated XX/XX/2018 but the post mark date reflects it being in the post office 's possession XX/XX/2018, per the corrected post mark date made by the postal service. In the envelope sent by XXXX XXXX they were requesting additional information 29 days after receiving the VOD letter and waited almost a week to send the letter off, which also shows lack of priority and willingness to follow federal law which states the company has 30 days from the date the letter is received to postmark a response. I filed a CFPB complaint and have contacted the 3 major credit reporting agencies of this neglect and the items still remain."
8070648,Debt collection,Credit card debt,False statements or representation,Attempted to collect wrong amount,Resurgent Capital Services L.P.,KY,Web,Yes,N/A,2023-12-28,financial_harm,258,"XXXX 2021, amount of XXXX to collect is Not accurate on my credit report. 
*I had called the company was told I had a lawsuit on me to pay the debt and that amount is not right! 
* So the rep told me to email for correspondence an I have gotten no reply back"
3242075,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Their investigation did not fix an error on your report,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",TX,Web,Yes,N/A,2019-05-14,financial_harm,406,XXXX and Transunion are reporting incorrectly that I am 60 120 days past due on the SECURITY partial account numbers XXXX. This account reports a {$0.00} balance and {$0.00} past due. ( Please see pages 14 17 of the attached credit report. ) This incorrect reporting is harming my credit score. Please keep in mind that it is impossible to be late on accounts where nothing is owed and nothing is past due.
3401796,Debt collection,Mortgage debt,Communication tactics,"You told them to stop contacting you, but they keep trying","SELECT PORTFOLIO SERVICING, INC.",VA,Web,Yes,N/A,2019-10-10,financial_harm,737,"SPS Select Portfolio Servicing of XXXX XXXX XXXX, UT appears to be a debt collection agency, who started a systematic harassment by mail debt collection campaign against wife, XXXX XXXX. 

This harassment following a failed foreclosure attempt over the past 2 years ( XXXX-XXXX ) by XXXX XXXX XXXX and their attorneys ( XXXX ) over a 2nd Mortgage default loan by XXXX, approximately 10 Years ago. 

During XXXX-XXXX time period of XXXX/XXXX ( attempt to foreclose on our residence, XXXX XXXX XXXX, XXXX, VA XXXX, on legal advice & assistance of Mr. XXXX XXXX, Attorney, XXXX XXXX, VA, both myself, XXXX XXXX, and wife, XXXX, entered Chapter XXXX Trustee Protection, twice, that prevented the foreclosure attempt by XXXX/XXXX legal agent."
3358661,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Their investigation did not fix an error on your report,"MARINER FINANCE, LLC",MS,Web,Yes,N/A,2019-08-29,financial_harm,2342,"On XX/XX/XXXX, I received a personal loan from the XXXX XXXX, XXXX branch of XXXX XXXX XXXX. On XX/XX/XXXX, my wife and I filed Chapter XXXX Bankruptcy which included that loan. The bankruptcy was completed on XX/XX/XXXX, and the loan is being properly listed on my credit report as Chapter XXXX Bankruptcy. 

However there is another loan listed on my credit report under Mariner Finance. It was also reportedly issued on XX/XX/XXXX, with a last payment made date of XX/XX/XXXX, the exact dates reported by XXXX XXXX XXXX. This loan is being reported as Unpaid Balance Charged Off. I have never applied for or received a loan from Mariner Finance, and certainly did not apply for or receive two entirely different loans on XX/XX/XXXX, as is currently claimed on my credit report. 

In XX/XX/XXXX, XXXX XXXX XXXX merged with Mariner Finance , LLC and on XX/XX/XXXX, the company became known as Mariner Finance. It appears that sometime between the merger and the final discharge of the debt, the account was transferred from XXXX XXXX XXXX to Mariner Finance, resulting in a new account number. That doesn't make it a new loan or change the fact it was XXXX, however. 

On XX/XX/XXXX, I submitted an "
3063440,"Payday loan, title loan, or personal loan",Payday loan,Problem with a credit reporting company's investigation into an existing problem,Their investigation did not fix an error on your report,Ad Astra Recovery Services Inc,TX,Web,Yes,N/A,2018-11-01,financial_harm,845,"On XX/XX/18, I filed a complaint with Consumer Finance Protection Bureau ; XXXX ( complaint number ), regarding "" Ad Astra Recovery Service '', falsifying information on my credit report that they never "" Validated '' as belonging to me. In their response to the Consumer Finance Protection Bureau, on XX/XX/18 ; Ad Astra Recovery Service, stated they requested to the bureaus to delete from my credit report. They  never deleted this account from my XXXX credit report. This continue to be a "" Fraudulent '' company. I have attached the XXXX  report showing they are telling XXXX to keep this false information on my credit report illegally, according to the "" Fair Debt Collections Practices Act ''. I am requesting to have this information forwarded to "" the Attorney General 's Office, and to forward to Federal Trade Commission immediately."
3424418,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Information belongs to someone else,Experian Information Solutions Inc.,GA,Web,Yes,N/A,2019-10-31,financial_harm,1004,"I have contacted this bureau multiple times requesting an investigation to verify the debt and ask who opened and signed for these accounts. I also ask them to remove these fraudulent accounts reporting in my consumer file that do not belong to me. They have not mailed me any results and have yet to contact me regarding this matter. They are not cooperating with me at all. The accounts listed below were opened in result of identity theft. It is hindering me from obtaining credit and I need this removed asap. The accounts are listed here below. XXXX   XXXX XXXX : XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX ( XXXX, XXXX ) XXXX/XXXX : XXXX XXXX/XXXX : XXXX XXXX XXXX/XXXX : XXXX XXXX/XXXX XXXX XXXX XXXX XXXX XXXX : XXXX XXXX XXXX/XXXX XXXX : XXXX XXXX : XXXX Dept of ED : XXXX ( XXXX ), ( XXXX ), ( XXXX ), ( XXXX ), ( XXXX ) Bankruptcy XXXX XXXX XXXX : XXXX XXXX  : XXXX XXXX/XXXX XXXX Dept of Ed : XXXX XXXX   XXXX/XXXX XXXX : XXXX, XXXX XXXX XXXX : XXXX, XXXX XXXX XXXX XXXX : XXXX XXXX XXXX : XXXX."
3402897,Debt collection,Other debt,Communication tactics,"You told them to stop contacting you, but they keep trying","Diversified Adjustment Service, Inc.",NY,Web,Yes,N/A,2019-10-11,financial_harm,1163,I have already had to file a complaint against diversified adjustment service with the BBB because they were threatening my credit report and refused to allow me to dispute a debt they keep calling me over. I advised them I am disputing the debt and they will not allow me to do so. Now they constantly call my phone to harass me. I have told them 4xs now to stop calling my phone and they will not. This is harassment and I want it to stop. I just called XXXX XXXX today and advised XXXX the third party they sent information to is harassing me and I want it to stop as I have been making monthly payments to XXXX XXXX for a past due balance. XXXX XXXX  gets $ XXXX as we originally agreed to before they placed my account in collections and I am now being harassed and it is against the FDCPA to continue to call and harass a consumer after they are told to stop and after I advised them I am disputing the debt. They are to not call me for 30 days while they investigate the dispute in which they have failed to do. I want a validation and verification of debt from Diversified Adjustment and I want them to stop harassing me. I have already asked 4xs to stop.
8873634,Checking or savings account,Checking account,Problem with a lender or other company charging your account,Transaction was not authorized,CAPITAL ONE FINANCIAL CORPORATION,MA,Web,Yes,N/A,2024-04-28,financial_harm,1082,"On or about XX/XX/XXXX, I noticed there were at least 13 unauthorized charges on my checking account. These charges were made once per month dating back to at least XXXX of XXXX in the amount of {$29.00} each. The name of the vendor changed each month so it was difficult to detect and I did not recognize any of them. I then called Capital One to initiate a dispute. Capital One then gave me a provisional credit for each charge including interest. However on XX/XX/XXXX without my knowledge or consent, Capital One reversed 3 of those credits for the fraudulent charges for the amount of {$29.00} each, totaling {$89.00}. I did not not receive any explanation as to why these credits were reversed. These charges were fraudulent and not authorized by me so Capital One should refund the money. It is very concerning to have your money stolen not only by thieves but also by the bank itself. The charges in question which you can see on the attached statement are for XXXX XXXX, XXXX, XXXX, and XXXX. I did not use any of these services or ever authorize payments to these vendors."
3739321,Mortgage,Home equity loan or line of credit (HELOC),Trouble during payment process,,TCF NATIONAL BANK,MN,Web,Yes,N/A,2020-07-10,financial_harm,1558,"This complaint is for TCF, Identical complaint filed for XXXX XXXX XXXX There are two lenders involved in my complaint. I had a HELOC loan with TCF bank that sold my loan to XXXX XXXX  XXXX  back in XXXX of this year. This loan was actually converted to a long term loan many months earlier and we no longer have the ability to draw on that loan according to our agreement. Before even making our first payment with our new loan servicer they reached out to us looking for the first payment in XXXX. I explained XXXX 's payment was made with the first loan servicer and we have sent them proof of that payment. Each month we pay the same amount to them as we did our previous loan despite requests for different payment amounts each month, asking for mostly smaller amounts. We have made several attempts to provide XXXX  with documentation that this payment was made and that we were current as of the date of the loan being sold. The original servicer has provided us with the documentation but is unwilling to contact the second directly each time telling us they can't contact them anymore and to give them a new document proving we have paid. Each time I call the new servicer they humiliate me "
7942358,Credit card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Card was charged for something you did not purchase with the card,WELLS FARGO & COMPANY,AZ,Web,Yes,N/A,2023-12-04,financial_harm,399,"I have been having ongoing problems with my credit cards at Wells Fargo. Cards not being sent to right address, fraudulent charges, etc. 

This past XXXX and XXXX, my card was charged for XXXX at XXXX, and then XXXX for XXXX, XXXX, and XXXX. I have had no luck contacting any of the businesses due to "" privacy concerns ''. I have filed a police report and have asked Wells Fargo to reopen the case."
2567028,Debt collection,Medical debt,Attempts to collect debt not owed,Debt is not yours,Phoenix Financial Services LLC,TN,Web,Yes,N/A,2017-07-06,financial_harm,371,Account Details Original Lender MEDICAL Account Number XXXX Account Type Not Reported Responsibility Individual Credit Limit Not Reported Highest Balance {$150.00} Payment Details Amount Past Due Not Reported Date of Last Payment Not Reported Monthly Payment Not Provided Payment Frequency Not Reported Lender Info XXXX XXXX XXXX XXXX XXXX XXXX XXXX IN XXXX ( XXXX ) XXXX
3235193,Checking or savings account,Checking account,Problem with a lender or other company charging your account,Transaction was not authorized,AMERICAN EXPRESS COMPANY,OK,Web,Yes,N/A,2019-05-07,financial_harm,1059,I closed my XXXX XXXX account in XXXX of XXXX. I received my federal income taxes around XX/XX/XXXX to my prepaid American Express. I was charged {XXXX} on XX/XX/XXXX to my prepaid American Express. I have disputed the charge three times to American Express has denied my dispute even though I did not authorize this charge. I requested a debt validation notice from XXXX XXXX in XXXX of XXXX. I did not receive any validation information as XXXX XXXX was collecting on behalf of XXXX. I spoke with a supervisor named XXXX whom advised that XXXX sent a letter advising i could dispute the charge and XXXX would not attempt to recollect but would not give a direct company refund for the charge. I requested a copy of the letter per my FDCPA and consumer rights and was advised XXXX could not resend the letter. American Express has no right to pay a charge I am disputing from my prepaid American Express. This has caused me grave financial harm as my this money from taxes was for my kids and past bills. My water was turned off for 3 days due to this issue.
3192968,Debt collection,Medical debt,Written notification about debt,Didn't receive enough information to verify debt,The Law Offices of Mitchell D. Bluhm & Associates,FL,Web,Yes,N/A,2019-03-27,financial_harm,1256,"My FICO score drop to XXXX from XXXX suddenly on XXXX and when I search for "" WHY '' i got notify from the bank to go for a credit report at XXXX which I did got the report. Per report- a Debt collection account opened on XXXX with a balance amount of {$170.00} which I didn't aware of that. I contacted with them and got replied- they sentmailed me and also call my cell-phone number but none of the calls or even letter I didn't received from them not even any debt related noticed. I moved from my old address to the new address on XXXX. I did the address change at USPS at the same time when I already moved and I received all my mailed that delivered to the old address and still continuing receiving but again- I didn't received any mail or noticed related with Debt collection. However, when I verified my address with the collection department they have my current address. 

NOTE : I didn't received any prior noticed or calls regarding this issue and my credit score drop due to collection department Debt procedure which damaged my credit history as well as to purchase my new vehicle and also to purchase some home appliance stuff. 

I would like to request to pay attention to this matte"
3559709,Credit card or prepaid card,General-purpose credit card or charge card,Fees or interest,Problem with fees,JPMORGAN CHASE & CO.,CT,Web,Yes,N/A,2020-03-09,financial_harm,2579,"On XX/XX/2020 I booked a hotel in XXXX that required full prepayment. Before making the purchase, I logged into my Chase credit card account to do research about whether my account charged foreign transaction fees or not. The decision I would make on which credit card to use for my purchase was contingent on this information. 

I logged into the website and, while still logged into my account, I navigated to the "" Things You Can Do '' menu, selecting "" Card Benefits '' as the option. 

Doing this opened a new window, seemingly outlining all of the benefits of my card ( since this was auto-navigated from the card benefits section of my logged-in menu selection ). 

From there, I continued my research selecting "" Travel Benefits '' from the page 's menu. Upon clicking that option, the first benefit highlighted was "" {$0.00} Foreign Transaction Fees ''. Upon reading this, I decided to use my Chase card to make the purchase, confident that I would not be charged a foreign transaction fee for doing so. 

Imagine my surprise when on XX/XX/2020 I noted a {$210.00} foreign transaction fee for the hotel prepayment. I immediately sent Chase a message via their secure messaging center asking "
8027980,Debt collection,I do not know,Electronic communications,"You told them to stop contacting you, but they keep trying",Imperial Finance Corp,IN,Web,Yes,N/A,2023-12-19,financial_harm,828,"XXXX XXXX from Imperial Finance Corp has been attempting to contact me and my wife for a made-up debt of over {$55000.00}. I have been called, texted, and emailed repeatedly. 
XXXX of the emails had several other unknown personal email addresses copied. They are spamming random people over this. 

The website ( IMPERIALFINANCECORP.COM ) appears to have only existed since XX/XX/2023. The website is highly suspicious and contains very little information, and only XXXX way to contact "" them '' by email at XXXX There also appears to be no legal business registration or location. 

They are using many invasive tactics, calling and texting outside of normal business hours, repeatedly calling and have not stopped when asked to do so. 

The fact they are also calling my wife attempting to "" look for me '' is also concerning."
3571498,Credit card or prepaid card,General-purpose credit card or charge card,Fees or interest,Problem with fees,BARCLAYS BANK DELAWARE,CA,Web,Yes,N/A,2020-03-18,financial_harm,1211,"I have had a Barclays/Uber credit card for nearly 2 years, and it was obtained due to the then cash rewards program that was very competitive. 

I used it during that time without complaint or issue. 

Then, beginning of this year, they changed the terms and conditions, notifying me only by email ( and not even in the portal where you sign in and actually interact with your card to pay balances XXXX. As a result, they took my cash rewards and I am unable to redeem them as I normally do. 

During that dispute that neither Barclays nor Uber was willing to resolve, I threatened to not pay my card until this resolved, and that I would Stop Payment my latest payment. The manager then said, "" Go ahead. '' I did ; however, after a few weeks, I removed the stop payment and resubmitted successfully the original payment and more. 

However, Barclays charged me a Stop Payment fee and are refusing to reverse it, even though it arose from this dispute and their own Manager said, "" Go Ahead. '' So on one hand, Barclays has "" stolen '' my cash rewards AND they refuse to waive a Stop Payment fee their own manager encouraged during this ongoing dispute. 

Barclays has been entirely unapologetic and"
8131360,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,"CAINE & WEINER COMPANY, INC.",TX,Web,Yes,N/A,2024-01-09,financial_harm,1212,"This is regarding complaint XXXX. The original creditor was contacted and could not furnish information being alleged by the collection agency Caine & Weiner. Furthermore, I received no communication by mail leading up to the reporting of this collection account. This account was added to my records in XX/XX/XXXX. Also, I formally requested a copy of the correspondence that was supposedly mailed to me during that time informing me of this debt with your company, the forward flow agreement, the contract bearing my signature, and your license to collect debt in the state of TX. I submitted the aforementioned account in XX/XX/XXXX. It is now XX/XX/XXXX and you have failed to provide any of the requested information to support your claim. Failure to provide this documentation constitutes yet another violation under the FDCPA, which entitles me to seek {$1000.00} per violation. It is also important to note that my information was involved in XXXX XXXX data breach in which I will provide my claim Id as I did before. Remove this account from my credit report immediately or I will proceed with legal action being that I have given your company ample amount of time to fix this error. CAINE &"
3603470,Debt collection,Credit card debt,Written notification about debt,Didn't receive notice of right to dispute,"Crown Asset Management, LLC, Duluth, GA Branch",MI,Web,Yes,N/A,2020-04-12,financial_harm,547,"I am being sued by XXXX XXXX XXXX. 
I have called them many times since XX/XX/2020 to reach a payment agreement. They are suing for an amount that I don't remember owing. I am trying to come to an agreement for a smaller amount, but they refuse each time and say that they will see me in court to get paid. 
They also violated The Fair Debt Collection Act MCL 600.2145 They never notified me about the debt, not even once per mail or phone call. 
They just serve me the summons for a law suit against me and also fail to show proof of such a debt."
3599328,Debt collection,I do not know,Attempts to collect debt not owed,Debt is not yours,AFNI INC.,FL,Web,Yes,N/A,2020-04-09,financial_harm,1179,"To whom it may concern, On a recent review of my credit report, I discovered your company reporting the collection account on my credit reports. In regards to the Fair Debt Collection Practices Act ( FDCPA ), I am notifying you that I am disputing this debt in entirety, and you are to provide me with validation of the debt by providing me ALL of the following information : Copy of original contractual agreement bearing my signature between me and this company AFNI A clause in the original signed contract that authorizes you to collect on this debt. 

ALL Statements from the original creditor and itemization of monies owed Copy of bill showing last default date Proof that the debt is valid and collectible and within the statute of limitations for this state Proof that you are licensed to collect in my state of residence Agreement between your company and the original creditor that authorizes you to collect on this debt I am also requesting that you cease and desist from all collection activity pertaining to this account. If youre Can not provide EVERYTHING I ask for to to validate the account, then you are to remove the collection account from my credit reports."
3649936,Debt collection,Medical debt,False statements or representation,Attempted to collect wrong amount,Awar Holding Inc.,NJ,Web,No,N/A,2020-05-13,financial_harm,774,In 2014 I was injured in two car accidents one in XX/XX/XXXX of 2014 and the other XX/XX/2014. In XXXX of 2014 I received a notice the debt was not paid however the amount of the debt was incorrect. I advised the representative the debt was paid under my policy with XXXX XXXX under my claim number. I was advised the debt was not paid. I continued to receive harassing calls every week to collect the debt. I advised the representative the debt would be paid from my settlement. I contacted a representative who advised the debt was not paid. I made a final attempt to settle the debt and I was advised I would need to make a payment in full. I advised after Covid 19 I would be unable to pay the full amount the representative stated there is nothing they can do about it.
3401022,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Public record information inaccurate,Experian Information Solutions Inc.,IL,Web,Yes,N/A,2019-10-10,financial_harm,1277,"I applied for a XXXX Credit card and was denied credit. I immediately called the XXXX credit card department at XXXX and spoke with XXXX, got disconnected and later spoke with XXXX, both on XXXX XX/XX/2019, at XXXX XXXX   through XXXX XXXX I asked XXXX for the main reason of denial for the credit card. She stated I had an 18-year-old Bankruptcy against XXXX, that account in question was charged off through the bankruptcy as bad debt, however, XXXX XXXX XXXX recovered most of the money through federal subsidies. Furthermore, it is against the Consumer Credit Protection Act of 1968. to use information no longer listed on my current credit report. I told XXXX that I was only looking for a {$2500.00} credit limit and XXXX had no business using old records on file. It took me over ten years to clear the bankruptcy on file and that alone can not be used against me to deny me credit. My credit report is very good, XXXX. I also asked XXXX to please reconsider me for a XXXX credit card, In good faith, to slowly build my credit. The Denial letter was sent back to the bank for further review. I have not heard anything as of yet. For them to reconsider their decision. I have a XXXX Credit Scor"
7965055,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,"EQUIFAX, INC.",NY,Web,Yes,N/A,2023-12-07,financial_harm,1553,"15USC 1681 a ( d ) ( 2 ) ( A ) ( i ) clearly states that transactions between the consumer and the Person/Corporation making the report is NOT included on the consumer reports. Yet XXXX is reporting this information.. The reporting of excluded information pursuant to 15USC 1681 a ( d ) ( 2 ) ( A ) ( i ) on a consumer report is a clear violation of Metro2 compliance. Provide me with the Metro2 compliance disclosure on reporting transactions to a consumer reporting agency. I need the transactions reporting as late, collection/charge-off status and any other derogatory information deleted from my consumer reports effective immediately. Before you think to reply that this account has been "" validated ', let 's be clear that I am not asking you to validate or verify anything. So please do not respond by telling me that as a tactic to waste my valuable time. Some of the negative accounts have been placed in Collection/Charge-Off Status WITHOUT mailing me a copy of IRS form 1099-C Cancellation of Debt. XXXX and the creditors reporting collections/Charge-Offs, late payments/other derogatory information in my consumer reports are in violation of 26 USC ss 6050P Returns Relating to the Cance"
8097555,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account status incorrect,DISCOVER BANK,UT,Web,Yes,N/A,2024-01-03,financial_harm,423,Discover Bank is reporting a late on my credit file that needs to be removed. I have had an account with them for a very long time and have been a loyal customer. Recently I logged in to check my credit and noticed Discover put a late notation on my credit?! I have never ever been late with them. The funds were available but never did I receive a statement in the mail or a call that I was past due I found out on my own.
8004609,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,"CCS Financial Services, Inc.",SC,Web,Yes,N/A,2023-12-15,financial_harm,229,"What happened is that i was trying to buy a house and i realize that there is damages on my credit report. According to the 15 USC 1681 law, there should not be any damages on my credit report. It is a defamation to my character."
3634881,Debt collection,I do not know,Took or threatened to take negative or legal action,Threatened or suggested your credit would be damaged,"Mid-South Adjustment Co., Inc.",AR,Web,Yes,N/A,2020-05-04,financial_harm,413,"This company and its debt are unknown to me and it damaging my credit and livelihood. I do not have any financial relationships, debts or legalities with this company because I have never signed any binding contacts stating such. Its unfair that hat it it on my credit reports of the major credit bureaus and I simply want it removed with no negative remarks or statements due to the lack of permissible purposes."
3360974,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account information incorrect,"Navient Solutions, LLC.",AZ,Web,Yes,N/A,2019-09-01,financial_harm,1089,"Navient loan services, formerly known as sallie Mae is reporting that we have a late payment every month and that we are defaulting on a student loan. 
This was a personal loan, cleared by Bankruptcy chapter XXXX filed back in 2009. They are saying I went to school at XXXX and that is incorrect, as I have attended the university. This was a private loan that they included themselves in and got payment from the bankruptcy. They have been calling and pretending to be a federal loan. This loan on the credit bureau, shows it is a charge off/ bad debt. Yet they report every month that its a late payment. They got money out of a chapter XXXX, marked our credit with bad debt/ charge off, and are now reporting that our payments were good up until a few months ago and are destroying our credit. While we are trying to go through escrow. 
This company is a fraud and they are liars. They started collections with XXXX a long time ago, and that is who we put in our bankruptcy. And when they changed their name to Navient they started to threaten by by phone this is unacceptable behavior."
3309069,Mortgage,Conventional home mortgage,Closing on a mortgage,,TD BANK US HOLDING COMPANY,NJ,Web,Yes,N/A,2019-07-17,financial_harm,2681,"On XX/XX/19, I e-signed an Intent to Proceed notice with TD Bank for a mortgage loan. The closing date for this transaction was scheduled for XX/XX/19. My attempts to communicate with the loan officer and loan processor since signing the Intent to Proceed have been largely unsuccessful resulting in missed deadlines and a failure to meet the original closing date. Between XX/XX/19 and XX/XX/19, I sent 6 emails to my loan officer and/or loan processor and not a single one was replied to. Over the same approximate 1-month period, I left 11 voicemail phone messages ( no phone calls were ever answered immediately ). Only three of my calls were returned. I received a conditional approval on XX/XX/19 from the lender. I submitted the required documentation to the best of my ability with minimal to no guidance provided by the lender. Due to lender 's failure to respond to my attempted outreach, at no time was I aware if the submitted documentation would be acceptable. 

The conditional loan approval correctly stated the closing date XX/XX/19. An initial closing disclosure is required by XX/XX/19 in order to close by XX/XX/19. TD Bank did not meet the XX/XX/19 deadline for the closing disclo"
3399844,Debt collection,I do not know,Attempts to collect debt not owed,Debt was result of identity theft,HCFS Healthcare Financial Services of TeamHealth,FL,Web,Yes,N/A,2019-10-09,financial_harm,2435,"XXXX, XXXX XXXX SOC SEC # XXXX DOB XX/XX/XXXX ADDRESS XXXX XXXX XXXX, XXXX XXXX XXXX, FL XXXX* ATTENTION DISPUTE DEPARTMENT TODAYS DATE : XX/XX/XXXX ARS ACCOUNT RESOLUTION XXXX Your company have violated FCRA 615 ( f ) ( 15 U.S.C. 1681m ( f ) ) ( f ) Prohibition on sale or transfer of debt caused by identity theft You have not responded to my request to provide me with an investigation report.

I need this resolve, under the Fair Credit Reporting Act, these disputed items may not appear on my credit report if they can not be supported by any evidence ( 1 ) In general No person ( company ) shall sell, transfer for consideration, or place for collection a debt that such person has been notified under section 1681c-2 of this title has resulted from identity theft.

( 2 ) Applicability The prohibitions of this subsection shall apply to all persons collecting a debt described in paragraph ( 1 ) after the date of a notification under paragraph ( 1 ).

( 3 ) Rule of construction Nothing in this subsection shall be construed to prohibit -- ( A ) The repurchase of a debt in any case in which the assignee of the debt requires such repurchase because the debt has resulted from identity theft "
8216832,Vehicle loan or lease,Lease,Repossession,Account reinstatement or redemption after repossession,AMERICAN HONDA FINANCE CORP,NJ,Web,Yes,N/A,2024-01-24,financial_harm,1589,"On or about XX/XX/XXXX my XXXX XXXX XXXX was repossessed. Before this date, I in good faith submitted an ACCORD AND SATISFACTION XXXX XXXX XXXXXXXX XXXX XXXX with a redeemable Postal Money as payment. on XXXX different occassions. The XXXX money orders were redeemed. Therefore, I thought the payments were settled. XXXX XXXX later I began receiving threatening phones from a representative XXXX XXXX XXXX informing me that my vehicle would be repossessed. She informed me that the ACCORD and SATISFACTION was an unacceptable for of payment. yet she refused to provide me with proof. After that encounter I began properly filling out my XXXX  statement ( on XXXX occasions ). Again she informed me that that was unacceptable and refused to provide me with proof. Within XXXX XXXX my Honda XXXX  was locked and my vehicle was repossessed. Upon researching my contract and rights in this matter I have found that several of my consumer rights were violated. Also they are inaccuratlely reporting on my credit report. Honda has charged off the debt. A XXXX XXXX is income. Make it make sense. 

15 USC 1601, 15 USC 1667 ( 1 ) ( 2 ) ( 3 ) ( 4 ) ( 5 ), 15 USC 1667a ( 3 ) ( 4 ) ( 5 ) ( 6 ) ( 7 ) ( 8 ) ( 1"
3348026,Debt collection,Medical debt,Written notification about debt,Didn't receive enough information to verify debt,Financial Data Systems,NC,Web,Yes,N/A,2019-08-20,financial_harm,779,"I requested a debt validation in writing (609) letter to the collection Agency Financial Data Systems on XX/XX/XXXX Financial data systems failed to validate the date and they sent me 17 pages of my medical records/files dating back to XXXX. They have violated my civil rights under (HIPPA). I did not give Financial Data Systems permission to have copies of my private medical records nor did I sign a release form or a HIPPA release form to be released to a third party. The medical records that they sent me have private information on them as well as my health insurance information. I do not have a signed contract with Financial Data Systems and they have also sent these private medical records to all three credit bureaus. XXXX, XXXX and XXXX. The debt is $XXXX  dollars."
8058609,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,"Bread Financial Holdings, Inc.",PA,Web,Yes,N/A,2023-12-27,financial_harm,287,"In XXXX I had a statement balance of {$77.00}, I paid that in full on XX/XX/23. That same month/billing period, after I paid the statement and account balance, I was charged additional fees. These fees carried over creating a balance, and then they reported me late several months later."
8258146,Debt collection,I do not know,Attempts to collect debt not owed,Debt is not yours,"Waypoint Resource Group, LLC",GA,Web,Yes,N/A,2024-02-01,financial_harm,160,I have not done any business with this company and dont know where this debt is from. I would like a copy of the contract that says I owe this company any debt.
8039497,Mortgage,FHA mortgage,Trouble during payment process,Trying to communicate with the company to fix an issue while managing or servicing your loan,COLORADO HOUSING AND FINANCE AUTHORITY,CO,Web,Yes,N/A,2023-12-22,financial_harm,2263,"I started investigating my mortgage in XXXX, by XX/XX/XXXX I suspected that this was a fraudulent transaction and started by sending refuse for cause without dishonor their requests for payment and inquiring about the details of this particular transaction. I was met with my questions being avoided and lack of meaningful response every time. It didn't appear that GAAP accounting was adhered to, and I suspected the accounting to be falsified. I later discovered that my Note funded the transaction and I wasn't given full disclosure. After trying to get answers that were never answered, I was met with a lawsuit from the opposing party 's debt collection attorneys at XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX who I believe is guilty of identity theft by using my private data and placing on the public record for unjust enrichment without having standing to do so and who had Never after multiple requests proved their authority to do what they've done. I submitted a complaint to the CFPB back in XXXX and I didn't receive a valid response to my complaint. All the company did was avoid my complaint and say they referred me to their attorneys back in XXXX of XXXX and they followe"
